0,0,1,2,3,4,
1,5,
2,6,
3,7,
4,8,
5,9,
6,10,
7,11,
8,12,
9,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
10,84,
11,85,
12,86,
13,87,
14,88,
15,89,
16,90,
17,91,
18,92,
19,93,
20,94,
21,95,
22,96,
23,97,
24,98,
25,99,
